sr,rr,t,lm,bo,rem,sh,hr,sl
,,,,,,,97.44684089058852,4
,,,,98.38802952934012,,,87.42799165685274,0
,,,,99.81707475115869,,,87.28842221554885,
,,,,96.65746907120366,,,68.34214590754576,3
,,,,96.8183678557006,,,85.04367645757627,0
,,,,100.0,,,67.72283601857787,0
,,,,,,,73.36889455464096,3
,,,,99.62607392796484,,,83.6083129435374,0
,,,,94.3823628482084,,,76.28073465652486,1
,,,,95.8503814896543,,,79.74355876531803,2
,,,,97.2669668568748,,,94.6956658048579,2
,,,,98.86598478585172,,,69.52550877302777,0
,,,,96.80059667669688,,,59.43600456663154,1
,,,,99.19397783944682,,,61.398569056243126,0
,,,,95.86365999885754,,,58.13285295069862,3
,,,,100.0,,,,4
,,,,98.34183958006696,,,84.81361132174813,3
,,,,99.38636510149512,,,91.05800360336828,3
,,,,94.2983284321367,,,,1
,,,,98.60579497404817,,,72.02395520423191,0
,,,,96.49799573208644,,,99.44831802889468,0
,,,,98.02997774325408,,,64.6364745696839,3
,,,,97.11953281367352,,,,2
,,,,,,,76.85568377424018,1
,,,,97.9077934876456,,,101.8303449937467,1
,,,,99.28950339515526,,,59.2634409406758,3
,,,,100.0,,,68.52841531524665,4
,,,,96.98746447865427,,,50.95662352104063,2
,,,,100.0,,,90.633717495726,4
,,,,100.0,,,78.79828635829733,0
,,,,96.03206475225107,,,105.24918635191466,0
,,,,98.56211497320794,,,67.74024912205094,0
,,,,99.65681356984616,,,95.05624766335193,0
,,,,97.54809133642485,,,76.19872656761821,2
,,,,97.84286811144042,,,73.59316217417476,3
,,,,99.07290414102025,,,70.65925297849388,
,,,,97.99975115309267,,,62.322791208847406,1
,,,,,,,80.61371877949904,3
,,,,96.69535715461114,,,78.17087604508785,0
,,,,96.85892239350866,,,51.40975846090724,4
,,,,96.70394468899394,,,40.0,2
,,,,97.25745126819726,,,70.30505126779568,1
,,,,97.85587865548324,,,92.42992901372249,0
,,,,96.8164262186166,,,78.33106675001913,3
,,,,96.22267823645144,,,55.45925539861041,0
,,,,96.26901998478932,,,48.39231099390637,4
,,,,97.96308835691713,,,,4
,,,,94.9399821848821,,,50.20436677494112,1
,,,,99.6944497355796,,,,0
,,,,100.0,,,,2
,,,,100.0,,,99.51991536369356,0
,,,,97.32652085571948,,,65.56276117458057,3
,,,,,,,89.08957995946935,4
,,,,96.82570305577856,,,95.99807818078652,0
,,,,96.03048411526612,,,54.94310731348136,4
,,,,99.39687222618552,,,231.25544172033543,4
,,,,94.14861443504148,,,,3
,,,,96.9436546703687,,,59.04331212824343,0
,,,,96.83809724167703,,,78.96464703195285,1
,,,,97.10100469209152,,,57.465129627469466,3
,,,,96.84664355574664,,,80.7324402204121,3
,,,,98.29066855948795,,,107.60639111576864,2
,,,,99.2304475460334,,,71.93649770902708,2
,,,,98.63139718587784,,,73.57663042963365,1
,,,,96.03412266302696,,,96.24762446326048,2
,,,,94.454143439762,,,,1
,,,,100.0,,,65.73531961683202,
,,,,99.88611996357837,,,85.32323351250676,0
,,,,100.0,,,40.0,2
,,,,98.88808981594028,,,59.93822519231348,4
,,,,100.0,,,91.04821957008332,1
,,,,94.42437997499722,,,67.3466262615077,2
,,,,95.32938537193972,,,71.99502185095479,3
,,,,96.73828955927338,,,61.135193444839366,3
,,,,98.26041366256936,,,58.72910644062675,1
,,,,96.6349601677023,,,40.0,1
,,,,100.0,,,69.55274289096648,1
,,,,99.86610527950074,,,81.98415516042603,3
,,,,99.92923394737969,,,78.702754539827,3
,,,,99.35910632208028,,,62.51975888039431,2
,,,,98.61695300700922,,,53.56512393730847,1
,,,,100.0,,,69.39185000935113,3
,,,,100.0,,,55.065474653246966,0
,,,,97.51580293016389,,,63.486440281707885,1
,,,,96.25406085433475,,,76.9365861063343,3
,,,,100.0,,,61.92740461379939,2
,,,,100.0,,,94.2947230364725,0
,,,,,,,59.31275522124797,0
,,,,99.26786306828342,,,65.92828820952343,1
,,,,97.6476954494491,,,87.74596493433178,3
,,,,95.7289891549148,,,85.35636623463488,0
,,,,97.85122937635931,,,82.74930070191587,3
,,,,96.1759219973934,,,65.42927745985229,3
,,,,95.83545956197926,,,83.76192482188796,4
,,,,99.9253756762138,,,86.88096824889162,3
,,,,97.05020124483512,,,81.62536623579044,0
,,,,97.9533809792374,,,74.51455335137446,4
,,,,100.0,,,83.65640861905995,2
,,,,93.82458292166552,,,73.86337658862058,1
,,,,96.09381860372665,,,,0
,,,,99.6090410161461,,,76.11920959547511,0
,,,,97.01872789333828,,,52.339668737207376,0
,,,,96.95353288810846,,,66.24411512499127,3
,,,,98.65360999883806,,,106.20691157157702,2
,,,,97.67550127659364,,,45.93892986457952,4
,,,,,,,98.28355040871514,3
,,,,96.75872608821244,,,84.38293865550685,1
,,,,94.98412645632268,,,75.51334979535399,1
,,,,99.72997328594208,,,49.79380932552543,2
,,,,95.22669538871044,,,74.98275668490183,3
,,,,95.22051062311424,,,63.80515288544305,2
,,,,95.48026395331394,,,92.83467782501606,2
,,,,99.68401754746432,,,64.9995151928477,4
,,,,96.7242321239427,,,70.86258453144106,0
,,,,100.0,,,78.69270350757468,1
,,,,99.75745862781726,,,65.33207534046477,3
,,,,100.0,,,89.3788547804134,0
,,,,,,,70.56164817609013,0
,,,,95.54134438042269,,,46.78741798529346,4
,,,,97.364437325552,,,77.26149996286772,3
,,,,92.19205814977364,,,87.11061215724467,3
,,,,99.12412738946816,,,96.57046330380696,4
,,,,98.53183685786448,,,83.29003450534145,4
,,,,96.66525164116936,,,92.29702318018776,2
,,,,96.97409415305592,,,82.3605807024018,2
,,,,100.0,,,60.60874831669203,3
,,,,98.97813812668817,,,63.281485568171966,1
,,,,100.0,,,40.51853552357175,0
,,,,96.25054766402424,,,71.74717962613404,2
,,,,95.45468465828388,,,84.79229836770506,1
,,,,98.72792066768268,,,51.33274081440716,0
,,,,99.58840091470748,,,94.4096081175894,0
,,,,98.6010300798534,,,73.45811250393957,2
,,,,97.13273151141918,,,61.55429323496643,0
,,,,100.0,,,51.255979331911504,1
,,,,100.0,,,99.9158096405176,0
,,,,96.51612092734092,,,92.73145557825045,3
,,,,96.7962299652181,,,68.94888356895736,3
,,,,96.47872174640224,,,88.93513542896525,1
,,,,100.0,,,71.85664803460564,1
,,,,,,,65.93351158262897,4
,,,,99.48480092959844,,,65.20132164455023,0
,,,,97.6840049112004,,,71.51787220157826,4
,,,,99.7562683317361,,,69.02167167523103,0
,,,,98.72921324918042,,,75.92199506882784,1
,,,,97.6490840359063,,,99.12519158592922,4
,,,,98.76259550037204,,,109.17505349936351,1
,,,,100.0,,,56.9615529595856,2
,,,,99.594230402196,,,81.89191949730613,2
,,,,96.04959717997338,,,78.1444512587743,2
,,,,96.30110453434722,,,82.95701235678898,0
,,,,99.51796947565568,,,68.2472936590245,2
,,,,,,,83.16161480275308,2
,,,,98.72882590501986,,,54.30476611310739,4
,,,,96.78895883331828,,,125.73364314352746,4
,,,,99.63767136170767,,,,1
,,,,95.89805338660406,,,85.95044296809311,4
,,,,98.61592718973937,,,58.22615783025597,0
,,,,97.11551962290277,,,64.57277744959401,4
,,,,97.89217978308774,,,52.97126675266668,4
,,,,98.2493569505099,,,96.84427933369491,4
,,,,100.0,,,58.35452997226525,0
,,,,97.83762584880914,,,72.16733317494945,2
,,,,99.96820486772272,,,72.83338745882429,2
,,,,96.22350176137742,,,82.09804167109142,2
,,,,94.71066366521764,,,55.61369483456683,2
,,,,98.9251800117776,,,87.89419409069751,3
,,,,97.38535214390537,,,93.6747166922158,
,,,,95.90500800669352,,,65.09925764241942,2
,,,,95.93937936902,,,74.45112862299324,3
,,,,96.21164508895438,,,84.3981790302022,1
,,,,98.62390396707914,,,78.83359207555802,0
,,,,97.2837317046242,,,60.00420776685091,3
,,,,95.13056156314236,,,85.51895887557671,0
,,,,96.8493253691826,,,97.6904138713941,2
,,,,96.49505243502782,,,97.64327511458086,0
,,,,95.86554101252231,,,83.62912400043408,4
,,,,99.93831782279878,,,86.48959362231842,0
,,,,97.81478195763992,,,69.16217878325958,4
,,,,100.0,,,,1
,,,,99.5226554679927,,,,0
,,,,99.62530169794849,,,108.96654221918833,0
,,,,98.30279750728305,,,67.03504725662081,0
,,,,100.0,,,81.51619725651224,1
,,,,,,,80.66643870301723,0
,,,,98.45390653497064,,,69.38520121118671,4
,,,,92.48812716004149,,,97.25438615498,3
,,,,93.93964356969424,,,98.83215620711177,1
,,,,96.5393349168784,,,115.0058584624568,1
,,,,98.4618893813462,,,63.023915138685645,0
,,,,95.1528947925763,,,81.10645844397018,0
,,,,98.8470423706702,,,76.3283829311517,0
,,,,98.2163966023776,,,,0
,,,,97.73703193850196,,,65.00719073594419,1
,,,,98.11435425756446,,,77.50238357196443,3
,,,,93.19788167998811,,,67.99609611024118,0
,,,,100.0,,,60.30516295921629,0
,,,,97.26756277371015,,,76.85375393413767,0
,,,,98.34779013975007,,,58.405873100919024,0
,,,,,,,68.00466632571498,0
,,,,96.78326819177192,,,80.42641661642577,3
,,,,98.19407647125652,,,72.97358100625031,0
,,,,95.9914305632968,,,71.13869133466089,2
,,,,97.8136031558738,,,102.13284797584213,4
,,,,,,,96.03934429991156,2
,,,,97.41282715188753,,,76.23685544846377,4
,,,,98.11992949880664,,,59.785242285311824,3
,,,,99.27565100022,,,87.16139039633505,0
,,,,100.0,,,112.89269173717295,2
,,,,100.0,,,95.474885525253,2
,,,,99.29578344659276,,,55.498186690649554,1
,,,,97.4078315887807,,,72.03538516592168,0
,,,,95.73065329474592,,,64.00524985110941,3
,,,,96.98048069950588,,,61.108919584642834,2
,,,,95.28198531485398,,,92.02566566662544,2
,,,,97.42488613625656,,,91.70948732446374,0
,,,,98.59306743660436,,,101.63162864517022,2
,,,,98.73997640450833,,,85.17523545197126,4
,,,,98.38643914302544,,,276.12398317377074,0
,,,,98.41074575710604,,,77.81837699611684,0
,,,,98.61581717693204,,,61.41627755329883,1
,,,,100.0,,,95.55149230032004,3
,,,,96.14924026553425,,,63.88192448042748,0
,,,,96.62127628925047,,,68.87087679173976,4
,,,,100.0,,,70.44459605840524,1
,,,,96.65044496983268,,,40.0,3
,,,,100.0,,,88.01343227519959,3
,,,,100.0,,,60.78395132448274,3
,,,,96.8432148237202,,,85.34235295111984,0
,,,,98.50329455238214,,,68.2715996738794,0
,,,,99.18093248937038,,,68.13871823225966,4
,,,,100.0,,,58.34143177239298,0
,,,,97.90208551486582,,,95.82658021732637,1
,,,,97.82439486643456,,,99.1685363688826,1
,,,,99.5217284318534,,,89.99833068978411,3
,,,,96.53687531080612,,,78.9766725120187,1
,,,,98.01859104715594,,,77.0357760703943,4
,,,,93.66873982176811,,,91.2988906405927,3
,,,,100.0,,,73.11464069606072,1
,,,,100.0,,,94.76482276240552,0
,,,,97.97406139998286,,,60.56055558040031,2
,,,,96.15513107412062,,,89.72373498895882,3
,,,,96.0552396943699,,,94.276392356212,3
,,,,99.1662173654006,,,58.52830316683763,2
,,,,96.18801884831844,,,62.41456446140812,1
,,,,95.58798267293844,,,74.33293380314333,1
,,,,95.27103001690692,,,81.34683551027732,1
,,,,98.22381151975524,,,65.73607528570251,1
,,,,98.49453459804155,,,76.38295374881596,3
,,,,100.0,,,44.006780534851714,3
,,,,96.68672225411332,,,86.47488518405113,2
,,,,99.12380294619086,,,87.18052600342065,4
,,,,96.60799016473617,,,97.81499473709064,2
,,,,96.2792248816736,,,83.6066065864203,3
,,,,98.90676403601354,,,,1
,,,,100.0,,,59.78508167036672,4
,,,,97.66747261105672,,,62.80291527384676,4
,,,,95.41558788288708,,,296.5939695131042,4
,,,,,,,62.29743781803392,2
,,,,99.06854242818824,,,63.47367369385135,2
,,,,99.25055641728964,,,74.43339645848235,4
,,,,100.0,,,50.8259303328715,0
,,,,96.26420046466932,,,,2
,,,,99.51348448487374,,,78.27651742586526,3
,,,,99.27750115741571,,,78.99749800916712,1
,,,,97.9726865153458,,,87.97324548295258,4
,,,,98.16433309991604,,,77.32422841240252,0
,,,,98.88128075112304,,,75.46387231010097,2
,,,,99.25305016668293,,,84.55546590905593,2
,,,,96.42063185711665,,,77.85452684802544,0
,,,,99.93464088857388,,,60.41841440925047,0
,,,,99.1204678142702,,,63.0066720301688,2
,,,,96.80317678658054,,,100.14864850427468,0
,,,,98.85428863506124,,,123.25475380185284,3
,,,,98.97784243371302,,,86.04150833761447,4
,,,,98.90465963011908,,,59.87379164913495,0
,,,,97.9650652373906,,,103.48448002037418,3
,,,,96.14852599003213,,,68.54646996991124,2
,,,,96.34447468478884,,,81.37361448801589,2
,,,,100.0,,,74.69396839310933,2
,,,,98.14857473269385,,,77.78971674742063,4
,,,,99.98462508130746,,,68.3957642492968,1
,,,,98.1689447335394,,,94.4682668093596,1
,,,,95.90232928849876,,,72.23325489970348,0
,,,,99.13570668320712,,,84.19046575536129,1
,,,,98.19387699130868,,,83.86614353130173,0
,,,,99.84609171402494,,,73.34355718896353,0
,,,,97.63357550279277,,,52.42930090460408,3
,,,,96.98198768330022,,,62.58877178871275,2
,,,,94.15751031146873,,,,4
,,,,99.48405390522488,,,79.6112479377338,4
,,,,98.67472736663748,,,62.77453103783738,2
,,,,96.88364200668178,,,75.65554789042208,2
,,,,98.88818013544908,,,78.14481398743058,2
,,,,95.98407668800382,,,83.74143524257069,1
,,,,100.0,,,102.30399496544088,1
,,,,94.3891204093016,,,40.75689202320586,4
,,,,,,,93.1604526006458,3
,,,,97.38031924186528,,,78.25780960920726,3
,,,,97.35243713125988,,,59.545980642272085,0
,,,,97.8312330331522,,,77.4732895020541,2
,,,,97.94517949721238,,,96.6961948163667,2
,,,,98.30597156673556,,,101.18543286437502,0
,,,,97.37837027365416,,,59.68260366549698,3
,,,,96.40760865822551,,,62.2709839885421,4
,,,,98.50172397349488,,,55.60505229921225,2
,,,,100.0,,,78.49530242753389,2
,,,,95.51070074690564,,,79.23530554902163,2
,,,,97.13869918773348,,,89.81241647267821,1
,,,,99.1005030343703,,,81.61970054556684,1
,,,,100.0,,,88.40245144835293,0
,,,,100.0,,,54.19580067996848,4
,,,,100.0,,,101.29148829260504,4
,,,,96.50182261615888,,,94.45849005103445,4
,,,,99.76072746666864,,,67.06203511392827,4
,,,,98.7651981916446,,,63.19166805539389,1
,,,,96.06818828945934,,,86.19340743436847,1
,,,,97.12546415985076,,,51.57567190149182,1
,,,,94.36406446319444,,,63.97188666216721,1
,,,,94.5565963773375,,,59.58359623586401,4
,,,,96.6247590190696,,,73.54755379552606,4
,,,,98.2702523397342,,,68.34042524205488,1
,,,,100.0,,,63.21876558099538,3
,,,,97.34179198690155,,,61.74498936601697,1
,,,,96.2218668745391,,,65.41421921534362,2
,,,,100.0,,,57.14852467369408,1
,,,,95.76837901098088,,,204.0576099318878,1
,,,,96.07714663633053,,,91.89237059466724,3
,,,,97.1033363738818,,,81.0230599186391,4
,,,,,,,95.74209723918136,4
,,,,99.44462232674408,,,62.39158996408672,4
,,,,96.82768820565984,,,63.77009068278126,3
,,,,97.63376841706824,,,81.63402783539412,4
,,,,97.8029161791187,,,83.5835305003842,1
,,,,94.51829617609884,,,75.2293799294371,1
,,,,98.75784914476073,,,74.62770566630807,3
,,,,98.0012474233844,,,59.007938968037344,2
,,,,97.60381787302887,,,40.0,3
,,,,98.57293283704672,,,83.36381108512022,4
,,,,99.56831281693307,,,89.72735659325087,2
,,,,97.9225710656477,,,68.45794659507288,2
,,,,97.69225672534463,,,66.71819877617118,0
,,,,99.57132729836312,,,65.11833461396643,0
,,,,95.66794536960386,,,69.37222406782007,1
,,,,95.44449151625568,,,90.09359335137567,4
,,,,97.6635237342683,,,60.978881921372974,1
,,,,99.5021601731451,,,84.68204287423507,0
,,,,97.84778980242008,,,249.617291391865,2
,,,,100.0,,,45.08967969352143,
,,,,,,,69.85070251273375,2
,,,,100.0,,,99.59135912556926,2
,,,,97.69198856576038,,,64.71937301823762,2
,,,,99.3650392588989,,,71.44179933950981,
,,,,,,,75.12126896769551,4
,,,,98.89757093424213,,,77.96039377738386,2
,,,,98.27473008971369,,,98.13517774301772,1
,,,,97.59694605400598,,,63.10593879367637,0
,,,,98.87589119181035,,,75.15941974593804,1
,,,,100.0,,,86.37970763390742,2
,,,,100.0,,,64.28829350003878,4
,,,,96.712528072039,,,76.09638052445821,0
,,,,96.35737305284616,,,89.7317681302039,2
,,,,95.80733929548408,,,67.20334097619661,2
,,,,95.53611247303,,,72.40162735105162,4
,,,,98.85557903505584,,,57.72631233303802,1
,,,,99.17809032678647,,,89.20377710602966,1
,,,,100.0,,,77.37829825923166,2
,,,,98.1078355955294,,,68.61893835676065,0
,,,,97.31803197888496,,,70.37504670073952,0
,,,,100.0,,,74.86467179139937,1
,,,,97.39409188775684,,,80.01280398448357,4
,,,,95.33973465698593,,,65.20912330308573,0
,,,,96.66804434960744,,,66.3886401061286,1
,,,,96.16371243116431,,,71.05007321096032,1
,,,,,,,77.26529829486466,
,,,,96.40894645123107,,,99.0890120809314,4
,,,,100.0,,,62.95893947689719,0
,,,,98.07760883424946,,,50.20534659073122,1
,,,,,,,95.99883190531408,1
,,,,99.87639840399318,,,61.83130374584606,0
,,,,100.0,,,97.01317691518808,0
,,,,97.44413040536487,,,93.65372580802185,4
,,,,100.0,,,83.16450922246278,0
,,,,98.42031149360804,,,93.23239002730628,0
,,,,98.91551008577903,,,47.52639605412399,4
,,,,94.73414854524523,,,54.714343878762286,2
,,,,99.35473536900498,,,79.26169943025278,0
,,,,96.03130477118592,,,69.19837204052573,0
,,,,100.0,,,63.22423887763095,0
,,,,100.0,,,87.11955398873188,2
,,,,95.3515582610648,,,78.8625751786423,2
,,,,100.0,,,90.73971771938751,3
,,,,99.05730466002424,,,69.42149909594481,3
,,,,96.9371371758794,,,74.75358640903536,1
,,,,94.69777423717242,,,,1
,,,,91.71762924467686,,,55.74912034562498,2
,,,,100.0,,,73.70733514824691,2
,,,,100.0,,,61.88391655403285,0
,,,,96.85669088801986,,,100.43231257702982,0
,,,,96.39577365011245,,,111.0863141049322,3
,,,,98.0489670489084,,,78.14803825657938,1
,,,,97.83870695538256,,,82.3897195428704,0
,,,,99.9462259051452,,,73.4443062151164,2
,,,,97.99305275497191,,,72.86486153780078,2
,,,,99.96516527470166,,,76.25330377866024,3
,,,,96.63826412086624,,,54.76567793486052,2
,,,,98.41391649321686,,,84.90441671519035,0
,,,,99.3690197153822,,,60.21948983867894,0
,,,,97.35091094080748,,,69.69224709657335,0
,,,,97.8319997030534,,,75.49771561815595,0
,,,,100.0,,,63.56776338739806,3
,,,,100.0,,,,1
,,,,95.63411996098138,,,67.8686331031799,4
,,,,98.5984132234015,,,,1
,,,,94.08286521542306,,,61.931859550340725,1
,,,,98.92110454036153,,,72.49671139725477,1
,,,,96.29835134090416,,,58.92181513755943,2
,,,,97.5942436020002,,,89.73717640158021,4
,,,,99.1644837740292,,,70.33627170950616,3
,,,,98.55038955195702,,,66.64314003480206,3
,,,,96.36997114222729,,,72.15068514064747,4
,,,,95.3352085930822,,,73.35722346048546,0
,,,,98.8384517620418,,,81.07971954306747,1
,,,,96.56835456924036,,,83.08680258106348,4
,,,,97.49506748797393,,,72.72623868353561,2
,,,,95.54527987454696,,,74.41343945711641,2
,,,,93.4096840877358,,,40.0,0
,,,,99.2409261222451,,,68.21988490412934,3
,,,,97.07490500642749,,,96.46027974778876,2
,,,,96.45815429823652,,,81.73042800327833,1
,,,,100.0,,,58.90296859990311,0
,,,,99.62043292297125,,,69.18723325637173,0
,,,,98.79169085050825,,,66.04950036241283,0
,,,,98.19485984392148,,,91.0516326448481,3
,,,,95.33445608820844,,,89.52924765094754,2
,,,,99.1027668040451,,,63.28488590885968,2
,,,,100.0,,,75.14814093960031,4
,,,,97.9330034973887,,,57.99334715211275,1
,,,,100.0,,,269.1459746695917,3
,,,,96.27470331986392,,,66.15366780303277,4
,,,,95.00870476088288,,,64.46606613288537,2
,,,,,,,80.49306807355458,0
,,,,98.44866052976026,,,95.23716711371426,1
,,,,98.00722339415056,,,74.09590092333086,4
,,,,97.4288021220757,,,59.17581534644074,0
,,,,99.063185233252,,,78.12160118857665,
,,,,97.7863584803714,,,78.1421084676454,2
,,,,95.18800543835378,,,72.16878251229942,3
,,,,99.00498438921976,,,102.88672206961748,4
,,,,96.69825328507268,,,78.66190531329123,2
,,,,98.29099349590088,,,83.6073277033808,0
,,,,97.24936629603803,,,41.36685149591033,1
,,,,95.17463685818475,,,60.55662960563688,2
,,,,98.69401856333796,,,82.70863597521345,2
,,,,96.68285545118243,,,79.2572315314753,0
,,,,96.139636481447,,,69.32259111582933,3
,,,,97.11487845234086,,,81.80347618525691,2
,,,,98.75524220208476,,,88.90950288355702,2
,,,,98.04492683882252,,,67.90760368735063,1
,,,,95.88881000967076,,,65.65498026160463,3
,,,,97.2810377407212,,,71.16024113136524,3
,,,,98.95105414489628,,,82.47205785419499,0
,,,,97.9587581168604,,,66.4110714538817,2
,,,,96.04621867688716,,,87.79377513185439,2
,,,,99.4663650244516,,,67.76981102054039,3
,,,,100.0,,,66.60654800895472,3
,,,,96.96824540341764,,,110.19674035297072,2
,,,,97.81629113647791,,,56.48123820955315,3
,,,,98.98375713085626,,,86.72577057926122,3
,,,,97.53209992166428,,,47.90340494646718,3
,,,,,,,84.87266547763672,2
,,,,95.35290540453173,,,115.37692010721736,2
,,,,97.9472618578572,,,90.85563391794088,3
,,,,99.80713349774209,,,95.07103483944825,1
,,,,95.76082985864856,,,73.5587642031197,1
,,,,97.6648685509668,,,89.13402658011766,2
,,,,95.4181024244707,,,78.72986884143123,2
,,,,97.85433995603104,,,105.38945403823604,1
,,,,99.62815687258475,,,58.400470311782286,1
,,,,97.35716197102668,,,92.8122646869115,4
,,,,99.54217893039116,,,81.41554102887865,0
,,,,,,,61.30790293143502,0
,,,,94.46651106999602,,,70.88310389413422,3
,,,,96.53443886320868,,,50.9857426331863,0
,,,,95.36159360856207,,,40.0,3
,,,,98.20653063935444,,,57.00668843538854,0
,,,,100.0,,,69.1793607322561,0
,,,,98.59673422507208,,,76.2178120674827,0
,,,,98.79676774322476,,,55.35325101482196,3
,,,,97.19685757943066,,,70.25095517518136,0
,,,,99.30887207250508,,,78.5461947314517,2
,,,,98.39065254201236,,,66.35391526496181,1
,,,,100.0,,,58.78713656165863,1
,,,,98.34750716036336,,,64.02980665187407,0
,,,,95.0592661859295,,,95.04873956551177,2
,,,,95.54519397496335,,,49.09940537331808,1
,,,,95.7583041364328,,,92.31528781282287,2
,,,,96.86646964774872,,,95.48029086895122,4
,,,,100.0,,,69.65630432424662,3
,,,,100.0,,,81.90215828650048,3
,,,,98.85357597796008,,,63.286272793529065,4
,,,,99.57821480743412,,,79.01570564741661,2
,,,,99.40145439990694,,,108.39662006006527,2
,,,,100.0,,,94.06725924730203,0
,,,,95.92611103431764,,,,0
,,,,100.0,,,55.21166858068476,0
,,,,98.19162669233462,,,70.59490285919682,3
,,,,98.64324089350978,,,79.09941290520044,4
,,,,100.0,,,85.8241788932726,3
,,,,98.56279351646246,,,73.36176922780098,0
,,,,96.26649983808,,,101.79054478648908,0
,,,,97.66062278860136,,,75.48895569954499,2
,,,,99.41929694443957,,,67.86943273379752,3
,,,,96.80272128923232,,,82.86812511872452,3
,,,,96.86073865734777,,,85.50082355331232,4
,,,,98.68988879049137,,,,1
,,,,98.36390776118608,,,60.92083383791152,3
,,,,96.71535064316622,,,50.37066978067973,4
,,,,100.0,,,70.66581747576376,1
,,,,98.42091580958764,,,93.2513735754163,2
,,,,93.70947620918965,,,84.9917525645258,0
,,,,98.82691962472012,,,91.8579974353789,1
,,,,,,,65.18444772038438,0
,,,,99.40065492767307,,,72.54922472924513,0
,,,,97.14749579889182,,,46.41394191462226,2
,,,,96.12938093004692,,,90.1180253128728,
,,,,98.07582201001084,,,95.1411233441039,1
,,,,98.38978204685168,,,59.00142666300734,0
,,,,99.52621415049929,,,99.38624137392458,1
,,,,98.67601646510953,,,71.48266153195036,0
,,,,100.0,,,58.75085778616243,4
,,,,100.0,,,70.26088723731277,2
,,,,98.03348628849524,,,84.42634725366068,2
,,,,96.06404454638124,,,74.19214738223225,2
,,,,100.0,,,66.32946487538128,1
,,,,99.16005459356889,,,83.88487092307824,4
,,,,96.02050591579196,,,85.26710563754634,3
,,,,97.5437963726915,,,72.39118781102225,4
,,,,95.9720534024772,,,69.64862641223607,3
,,,,94.1275197087008,,,66.81577363276267,2
,,,,96.04772129832334,,,82.17852848739321,1
,,,,93.7219887165123,,,50.936524575721016,1
,,,,98.94311498719698,,,63.560465904352334,0
,,,,98.10056344776363,,,72.56939311406552,0
,,,,96.3216499668546,,,63.17655394465073,1
,,,,99.45481646162403,,,78.80964238284241,1
,,,,95.13936857896717,,,77.45061202217232,4
,,,,100.0,,,112.20998336793414,0
,,,,97.08697456538052,,,63.58111138301261,1
,,,,98.86440637855898,,,74.83284108591373,1
,,,,95.91194156858234,,,60.64595182954388,3
,,,,98.24444431577248,,,104.09703734802147,0
,,,,97.7851476908857,,,100.51830218314969,0
,,,,97.41236140817485,,,51.48120278215231,1
,,,,97.07378486483388,,,72.53293231170552,2
,,,,98.80298159982055,,,75.54049309642804,0
,,,,96.22110912653376,,,69.89719194411009,3
,,,,94.06613791096132,,,67.74181198938956,3
,,,,97.86645559297956,,,86.56353583443817,2
,,,,100.0,,,101.81804856827242,1
,,,,94.63203112932749,,,87.10582702198579,2
,,,,98.1640974743305,,,,3
,,,,97.9956030395604,,,69.67750277466625,0
,,,,99.08639981905986,,,,1
,,,,98.18767518404545,,,90.21071686417557,0
,,,,96.61017139376676,,,67.88042295984891,4
,,,,,,,71.50366736973007,4
,,,,98.1743355988074,,,51.37166095190015,3
,,,,96.6459362987076,,,54.71128206685495,2
,,,,96.27996699453432,,,68.49400549032995,0
,,,,98.18426878515338,,,58.95338404693835,
,,,,95.82865633963677,,,87.0661872825358,1
,,,,,,,72.61544435813546,2
,,,,99.06792481877436,,,82.98863250896076,4
,,,,94.99241581270267,,,56.688301017364935,0
,,,,99.92929469766388,,,94.48143723396976,2
,,,,97.9372854711636,,,,2
,,,,100.0,,,81.06696544326488,0
,,,,97.3652808532926,,,89.20291159521031,1
,,,,100.0,,,79.7815504672219,0
,,,,100.0,,,59.79889111089461,3
,,,,97.9830597150753,,,250.62067876216804,0
,,,,97.68085958066926,,,63.188778256517175,2
,,,,93.17011803189592,,,78.16334849920726,2
,,,,97.58804933996376,,,63.40761370691821,4
,,,,98.54594119608186,,,99.93324641301662,3
,,,,97.96755130935686,,,85.04482429859331,1
,,,,98.36675358386188,,,90.11163781859018,3
,,,,98.97135369675914,,,63.61145558457659,4
,,,,97.40184215597364,,,79.48363015936067,0
,,,,,,,77.85303150487185,2
,,,,96.72789093225076,,,76.65482470721632,4
,,,,95.56984021520216,,,45.93861933195263,3
,,,,100.0,,,246.0941444842628,0
,,,,95.60735875387026,,,74.42303414245035,3
,,,,97.45985026199294,,,82.52714287431449,2
,,,,99.49720704081076,,,55.27883464382161,0
,,,,97.48093766550328,,,96.9562770456402,4
,,,,99.13705711063795,,,95.69091181867704,2
,,,,100.0,,,87.81566012206746,0
,,,,98.1447336473344,,,79.09272514069252,2
,,,,98.9219347032744,,,110.03281340634892,4
,,,,99.11029281510665,,,89.74647734716459,1
,,,,96.31741305476562,,,54.50816684979232,0
,,,,95.21784461955944,,,78.36730138410394,2
,,,,100.0,,,83.75625215494514,0
,,,,98.87208103425402,,,76.57576173398678,3
,,,,96.26712672567278,,,83.59657374271217,3
,,,,100.0,,,96.61850078118816,0
,,,,95.0261873036942,,,72.1701814573777,1
,,,,96.24863658603763,,,69.30145631511664,4
,,,,97.06092486549952,,,58.717304659879005,1
,,,,99.95680297629464,,,47.01095662116028,4
,,,,97.2214439181264,,,70.31634303305833,1
